RECNO,GEOC_ID,HUC_08,GNIS_NAME,LENGTH,WIDE_WW,WIDE_BF,AREA_WW,AREA_BF,SPAWN,REAR,RT_FISHUSE,RS,GEO_COND,COND_HIST,COND_EX,COND_RP,oPBRC_CR
1894,1894,17060202,Pahsimeroi River,1015.480766,12.4,19.68,12593.7,19987.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1895,1895,17060202,Pahsimeroi River,260.1714075,12.5,19.8,3254.3,5154.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1896,1896,17060202,Pahsimeroi River,1005.006105,12.55,19.9,12616.3,20005.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1897,1897,17060202,Pahsimeroi River,141.5863764,14.4,22.7,2039.4,3214.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1903,1903,17060201,Salmon River,727.0641582,27.1,41.4,19725.6,30134.4,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1904,1904,17060201,Salmon River,949.3153949,27.1,41.4,25753,39342.3,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1905,1905,17060201,NA,34.50882935,0,0,0,0,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1906,1906,17060201,NA,543.2283922,27.2,41.5,14781.1,22552,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1907,1907,17060201,Salmon River,370.6741578,28.7,43.8,10641.2,16239.8,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
1908,1908,17060203,Salmon River,468.7927801,33.7,51.2,15801.7,24007.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
1921,1921,17060201,Basin Creek,599.4423384,2.15,4.58,1290,2748,1,1,Margin_Controlled,MC,good,intact,good,intact,Strategic - Long-Term Investment
1922,1922,17060201,Basin Creek,961.5264819,2.4,4.88,2309.4,4695.8,1,1,AlluvialFan,AF,good,intact,good,intact,Strategic - Long-Term Investment
1932,1932,17060201,Big Casino Creek,971.2320489,2.38,4.86,2312.9,4723.1,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
1933,1933,17060201,Big Casino Creek,944.8122486,2.28,4.96,2156.2,4690.7,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1934,1934,17060201,Big Casino Creek,961.0200835,2.5,5.32,2404.3,5116.4,1,1,Conf_Floodplain,CF,good,intact,good,good,Straight Forward - Quick Return
1960,1960,17060201,Blowfly Creek,947.1906852,1.8,4,1706.8,3793,0,1,Conf_Floodplain,CF,good,intact,good,good,NA
2008,2008,17060201,Cinnabar Creek,1014.486485,2.36,4.74,2394.6,4809.4,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
2009,2009,17060201,Cinnabar Creek,1045.446547,2.56,5,2675.8,5226.3,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
2236,2236,17060201,Lower Harden Creek,1011.797013,1.76,4,1781,4047.8,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
2237,2237,17060201,Lower Harden Creek,967.9759263,1.78,4.1,1724.2,3971.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
2239,2239,17060201,Lyon Creek,1035.701356,2,4.3,2071.3,4453.2,0,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
2322,2322,17060203,North Fork Salmon River,485.4866018,2.6,5.1,1263.5,2478.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
2323,2323,17060203,North Fork Salmon River,966.2954618,2.66,5.24,2572.6,5067.9,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
2324,2324,17060203,North Fork Salmon River,986.2838562,2.8,5.44,2763.1,5368.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
2360,2360,17060201,Pistol Creek,844.9601007,1.84,3.9,1555.8,3297.6,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
2361,2361,17060201,Pistol Creek,971.6934205,1.94,4.29,1886.3,4171.2,0,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
2465,2465,17060201,Squaw Creek,957.873664,2.56,5.16,2454.3,4946.9,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
2466,2466,17060201,Squaw Creek,953.2984333,2.86,5.6,2729,5343.4,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
2467,2467,17060201,Squaw Creek,942.5058736,3.04,5.88,2868.3,5547.9,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
2468,2468,17060201,Stanley Creek,549.3462295,1.67,3.87,918.1,2127.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
2469,2469,17060201,Stanley Creek,962.6893784,1.77,4,1705.2,3853.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,good,Strategic - Long-Term Investment
2470,2470,17060201,Stanley Creek,1003.811036,1.8,4.08,1807.3,4096.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2525,2525,17060201,Upper Harden Creek,944.2335415,1.9,4.3,1795.8,4064.2,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
2526,2526,17060201,Upper Harden Creek,952.0149239,1.98,4.4,1886.6,4192.5,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Strategic - Long-Term Investment
2572,2572,17060201,West Fork East Fork Salmon River,1052.936039,3.44,5.72,3621.7,6022.1,1,1,Margin_Controlled,MC,intact,intact,intact,intact,NA
2593,2593,17060201,West Pass Creek,1147.14628,3.25,5.23,3731,6004.1,1,1,Conf_Floodplain,CF,intact,intact,intact,intact,Straight Forward - Quick Return
2594,2594,17060201,West Pass Creek,950.2301276,3.44,5.54,3271.4,5268.5,1,1,Conf_Floodplain,CF,intact,intact,intact,intact,Straight Forward - Quick Return
2617,2617,17060201,NA,25.63354151,0,0,0,0,0,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
2647,2647,17060201,Valley Creek,565.2898895,3.13,5.73,1769.2,3238.8,1,1,Wandering_Gravel,WA,good,intact,good,intact,Easiest - Low-Hanging Fruit
2650,2650,17060201,Valley Creek,295.7672086,3.2,5.9,946.6,1745.2,1,1,Wandering_Gravel,WA,good,intact,good,intact,Easiest - Low-Hanging Fruit
2651,2651,17060201,Valley Creek,479.8440257,3.9,6.9,1872.4,3312.6,1,1,Planform_Controlled,PC,good,intact,good,good,Straight Forward - Quick Return
2652,2652,17060201,Valley Creek,392.8419085,3.9,7,1532.4,2750.4,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2656,2656,17060201,Meadow Creek,298.3426618,2.3,4.5,686.6,1343.4,1,1,Wandering_Gravel,WA,good,intact,good,intact,Easiest - Low-Hanging Fruit
2657,2657,17060201,Stanley Creek,308.7545052,2.3,4.8,710,1481.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2663,2663,17060201,Slate Creek,440.1286879,4.35,7.8,1916.1,3435.9,1,1,Margin_Controlled,MC,moderate,intact,moderate,good,Straight Forward - Quick Return
2664,2664,17060201,Slate Creek,401.8409089,4.4,7.9,1768.9,3176.1,1,1,Margin_Controlled,MC,moderate,intact,moderate,good,Strategic - Long-Term Investment
2665,2665,17060201,Squaw Creek,334.7300689,5.3,8.9,1774.7,2980.1,1,1,Planform_Controlled,PC,good,intact,good,good,NA
2666,2666,17060201,Squaw Creek,462.4498863,5.3,8.9,2452.5,4118.4,1,1,Planform_Controlled,PC,good,intact,good,good,NA
2670,2670,17060201,Morgan Creek,447.82804,6,10.3,2688.9,4615.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2705,32,17060204,Lemhi River,567.0873759,10.85,17.4,6155.7,9871.8,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2768,95,17060204,Lemhi River,539.0920075,14.7,23.1,7930.6,12462.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2770,97,17060204,Lemhi River,383.8299086,14.7,23.1,5647.7,8875,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2772,99,17060204,Lemhi River,2975.95505,14.7,23.1,43786.7,68807.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2774,101,17060204,Lemhi River,2885.332941,14.75,23.18,42593.2,66936.3,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
2776,103,17060204,Lemhi River,172.4643988,14.8,23.2,2554.8,4004.8,1,1,Margin_Controlled,MC,moderate,intact,moderate,moderate,NA
2779,106,17060204,Lemhi River,2249.595222,14.87,23.38,33485.4,52648.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2780,107,17060204,Lemhi River,1399.7066,15.1,23.7,21156.8,33206.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2782,109,17060204,Lemhi River,1026.291736,15.1,23.78,15509.8,24425.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2784,111,17060204,Lemhi River,700.1394664,15.1,23.8,10580.2,16676.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2786,113,17060204,Lemhi River,568.3250581,15.6,24.4,8874,13879.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2788,115,17060204,Lemhi River,509.6581878,15.6,24.5,7956.6,12495.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2790,117,17060204,Lemhi River,999.7718091,15.66,24.56,15669.6,24575,1,1,AlluvialFan,AF,moderate,intact,moderate,moderate,NA
2792,119,17060204,Lemhi River,235.7914403,15.9,24.8,3752.2,5852.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2794,121,17060204,Lemhi River,778.5515317,15.93,24.85,12409.9,19358.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2796,123,17060204,Lemhi River,547.8224641,16,24.9,8773.4,13653.7,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2798,125,17060204,NA,192.6636965,16,24.95,3085.6,4811.6,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2800,127,17060204,Lemhi River,1532.202862,16,25,24544.4,38350.7,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2802,129,17060204,Lemhi River,1435.274685,16.04,25.09,23049.9,36055,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2803,130,17060204,NA,11.6536414,0,0,0,0,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2804,131,17060204,Lemhi River,741.7670264,16.1,25.1,11954.2,18636.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2806,133,17060204,Lemhi River,468.5697388,16.1,25.1,7552.8,11774.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2809,136,17060204,Lemhi River,179.5680575,16.1,25.1,2892.6,4509.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2811,138,17060204,Lemhi River,666.2910364,16.25,25.4,10832.3,16931.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2812,139,17060204,NA,146.4205173,16.3,25.45,2388,3728.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2814,141,17060204,NA,124.4909822,16.3,25.5,2031.2,3177.6,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2816,143,17060204,NA,115.3342185,16.3,25.5,1879.2,2939.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2819,146,17060204,Lemhi River,507.1578075,16.3,25.5,8267.9,12934.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2821,148,17060204,Lemhi River,2906.953272,16.33,25.54,47498.1,74286.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2823,150,17060204,Lemhi River,1642.432028,16.5,25.8,27113.5,42395.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2824,151,17060204,Lemhi River,228.4635859,16.6,25.8,3794.5,5897.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2826,153,17060204,NA,103.6838289,16.6,25.8,1722.7,2677.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2828,155,17060204,Lemhi River,92.85067552,16.6,25.9,1540.8,2404.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2829,156,17060204,Lemhi River,125.2421821,16.6,25.8,2079.7,3232.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2833,160,17060204,Lemhi River,349.3994894,16.6,25.9,5800.7,9050.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2835,162,17060204,NA,20.26554985,0,0,0,0,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2836,163,17060204,Lemhi River,723.6042484,16.6,25.9,12021.5,18756.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2837,164,17060204,NA,6.341791134,0,0,0,0,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2839,166,17060204,NA,6.660441599,0,0,0,0,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2840,167,17060204,NA,3.859425204,0,0,0,0,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2842,169,17060204,Lemhi River,1861.347449,16.6,25.9,30921.6,48245.1,1,1,AlluvialFan,AF,moderate,intact,moderate,moderate,NA
2844,171,17060204,Lemhi River,308.7807522,16.7,26.1,5162.2,8067.8,1,1,AlluvialFan,AF,moderate,intact,moderate,moderate,NA
2846,173,17060204,Lemhi River,276.7997573,17.1,26.65,4739.3,7386,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2848,175,17060204,NA,148.9854533,17.2,26.8,2563.5,3994.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2850,177,17060204,Lemhi River,411.1012364,17.2,26.8,7073.3,11021.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2853,180,17060204,Lemhi River,759.5639143,17.2,26.8,13070,20364.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2855,182,17060204,Lemhi River,48.9835912,17.2,26.8,843.1,1313.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2857,184,17060204,Lemhi River,413.9499236,17.2,26.8,7118.8,11092,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2858,185,17060204,Lemhi River,792.7118808,17.2,26.8,13645,21260.9,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2860,187,17060204,Lemhi River,425.2454042,17.2,26.8,7314,11396.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2862,189,17060204,Lemhi River,122.6115518,17.4,27.1,2134.1,3323.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2864,191,17060204,Lemhi River,238.9498806,17.4,27.1,4158.1,6476.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2867,194,17060204,Lemhi River,1783.212834,17.4,27.1,31022.4,48316.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2868,195,17060204,Lemhi River,1591.218581,17.4,27.1,27694.3,43133,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2871,198,17060204,Lemhi River,1547.067537,17.57,27.34,27191.5,42311.7,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2872,199,17060204,Lemhi River,2862.344161,17.6,27.4,50409.4,78478.3,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2874,201,17060204,NA,184.024959,17.6,27.4,3243,5048.7,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2876,203,17060204,Lemhi River,480.8709343,17.6,27.4,8472.7,13190.4,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2878,205,17060204,Lemhi River,981.2382037,17.6,27.4,17267.9,26883,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2880,207,17060204,Lemhi River,1652.632695,17.6,27.4,29090.7,45288.9,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2881,208,17060204,Lemhi River,1425.663482,17.6,27.4,25091.1,39062.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2884,211,17060204,Lemhi River,1304.94504,17.8,27.7,23232,36153.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2885,212,17060204,NA,195.9415963,17.8,27.7,3488.3,5428.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2887,214,17060204,Lemhi River,1007.361791,17.8,27.7,17930.2,27902.7,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2890,217,17060204,Lemhi River,1517.666453,17.8,27.7,27034.3,42070.2,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2891,218,17060204,Lemhi River,113.5131319,17.8,27.7,2022.5,3147.3,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2894,221,17060204,NA,35.81542166,0,0,0,0,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2895,222,17060204,NA,54.79382381,0,0,0,0,1,1,Wandering_Gravel,WA,poor,intact,poor,poor,NA
2908,235,17060204,NA,54.22585975,4,7.3,216.8,395.7,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
2945,272,17060204,NA,22.06347639,0,0,0,0,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
2967,294,17060204,Hayden Creek,309.7694883,5.7,9.8,1766.5,3037.2,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
2968,295,17060204,Big Springs Creek,340.120793,1.6,3.8,544.3,1292.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
2977,304,17060204,Big Springs Creek,289.5351838,0.8,2.7,231.8,782.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3001,328,17060204,Lemhi River,139.4752151,11,17.6,1534.3,2454.8,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3002,329,17060204,Lemhi River,408.7197344,8.5,14,3475.4,5724.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3017,344,17060204,Lemhi River,1649.594932,12.51,19.83,20645.9,32726.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3029,356,17060204,Basin Creek,227.2490223,4,7.3,908.8,1658.6,1,1,Conf_Floodplain,CF,moderate,intact,moderate,good,Straight Forward - Quick Return
3030,357,17060204,NA,155.6026991,3.8,6.9,591.3,1073.6,1,1,Conf_Cascade,CC,good,intact,good,good,NA
3035,362,17060204,Big Springs Creek,445.4664812,1.25,3.3,557.1,1470.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3043,370,17060204,Lemhi River,1701.390163,12.73,20.21,21663.8,34393.2,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3057,384,17060204,NA,89.37048767,4,7.3,357.3,652.2,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
3081,408,17060204,Big Springs Creek,253.8857485,2.8,5.6,710.9,1421.9,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3083,410,17060204,Lemhi River,367.4781635,10.5,17,3858.6,6247.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3116,443,17060204,Hayden Creek,1308.913295,6.8,11.42,8901.6,14949.5,1,1,Planform_Controlled,PC,poor,intact,poor,poor,NA
3128,455,17060204,Hayden Creek,1422.984993,5.8,9.9,8259,14097.3,1,1,Planform_Controlled,PC,poor,intact,poor,good,Straight Forward - Quick Return
3139,466,17060204,Lemhi River,782.4370476,12.2,19.35,9549.2,15145.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3141,468,17060204,Big Springs Creek,147.1717455,2.8,5.6,412.2,824.4,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3151,478,17060204,Lemhi River,288.3763868,11.7,18.7,3375,5394.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3162,489,17060204,Hayden Creek,466.1593216,6.8,11.4,3170.5,5315.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3163,490,17060204,Hayden Creek,328.4933459,5.6,9.7,1841.3,3189.4,1,1,Conf_Floodplain,CF,good,intact,good,good,NA
3171,498,17060204,Hayden Creek,1957.41777,4.02,7.31,7876.5,14322.6,1,1,Planform_Controlled,PC,good,intact,good,intact,Strategic - Long-Term Investment
3185,512,17060204,Bear Valley Creek,878.2935232,2.8,5.53,2458.4,4855.3,1,1,Conf_Cascade,CC,good,intact,good,good,NA
3202,529,17060204,Hayden Creek,1223.469762,6.8,11.48,8324.2,14053.1,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3216,543,17060204,Bear Valley Creek,640.9254022,3,5.7,1923.1,3653.9,1,1,Conf_Cascade,CC,good,intact,good,good,Straight Forward - Quick Return
3218,545,17060204,Lemhi River,397.9511319,12.45,19.8,4955.7,7881.3,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3226,553,17060204,Hayden Creek,664.0808859,4.5,8.1,2991.2,5384.1,1,1,Conf_Cascade,CC,good,intact,good,intact,Strategic - Long-Term Investment
3243,570,17060204,Hayden Creek,2609.749881,3.44,6.46,8986.6,16875.9,1,1,Conf_Cascade,CC,good,intact,good,intact,Strategic - Long-Term Investment
3282,609,17060204,Big Springs Creek,680.3635528,2.9,5.7,1973.9,3879.7,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3293,620,17060204,Lemhi River,1217.507314,10.7,17.2,13031.2,20947.3,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3295,622,17060204,Big Springs Creek,1831.88653,0.69,2.45,1264.3,4489.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3305,632,17060204,Lemhi River,861.8111062,12.8,20.4,11033.4,17584.5,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3308,635,17060204,Wright Creek,723.3691837,2.17,4.5,1570.1,3256,1,1,Conf_Cascade,CC,good,intact,good,intact,Strategic - Long-Term Investment
3310,637,17060204,NA,61.13391182,2.9,5.7,177.4,348.6,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3311,638,17060204,Big Springs Creek,426.3498979,2.9,5.7,1236.8,2431,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3315,642,17060204,Lemhi River,210.4945606,9.2,15.09,1936.7,3176.6,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3339,666,17060204,Lemhi River,405.2635028,11.7,18.7,4741.5,7578.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3366,693,17060204,Lemhi River,518.6189772,11.1,17.8,5759,9235.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3386,713,17060204,Hayden Creek,1344.657797,6.8,11.5,9149.1,15472.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3388,715,17060204,Lemhi River,49.46551515,11.5,18.4,568.6,909.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3394,721,17060204,Bear Valley Creek,578.8761416,3.9,7.1,2257.2,4109.2,1,1,Conf_Cascade,CC,good,intact,good,intact,Strategic - Long-Term Investment
3397,724,17060204,Lemhi River,569.8618224,12.4,19.6,7066.9,11170.2,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3436,763,17060204,Lemhi River,1057.621895,12.6,20,13335,21166.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3437,764,17060204,NA,75.95390473,0,0,0,0,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3454,781,17060204,Lemhi River,629.0142247,13.2,20.9,8312,13160.6,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
3465,792,17060204,NA,25.88612858,0,0,0,0,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3480,807,17060204,NA,14.26380492,0,0,0,0,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3499,826,17060204,Basin Creek,1126.885911,4,7.3,4506.7,8224.7,1,1,Conf_Floodplain,CF,moderate,intact,moderate,moderate,NA
3579,906,17060204,NA,36.53541656,0,0,0,0,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3606,933,17060204,Bear Valley Creek,1238.309114,3.07,5.98,3801.4,7404.6,1,1,Conf_Cascade,CC,good,intact,good,good,Straight Forward - Quick Return
3607,934,17060204,Hayden Creek,1767.033376,3.84,7.03,6791.2,12432.8,1,1,Conf_Floodplain,CF,good,intact,good,intact,Strategic - Long-Term Investment
3621,948,17060204,Hayden Creek,688.0975063,5.8,9.9,3994,6817.4,1,1,Conf_Floodplain,CF,poor,intact,poor,poor,NA
3623,950,17060204,Wright Creek,2625.500476,2.14,4.51,5620.8,11845.7,1,1,Conf_Bedrock,CB,good,intact,good,intact,Easiest - Low-Hanging Fruit
3633,960,17060204,Lemhi River,836.7735126,12.85,20.4,10756.1,17075.8,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3636,963,17060204,Lemhi River,808.0019306,11,17.7,8890.9,14306.2,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3652,979,17060204,Lemhi River,929.1110425,12.78,20.1,11880.2,18684.9,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3654,981,17060204,Hayden Creek,898.6752266,4.5,8.03,4047.4,7222.3,1,1,Planform_Controlled,PC,moderate,intact,moderate,moderate,NA
3655,982,17060204,NA,109.2872704,2.8,5.6,306.2,612.4,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3665,992,17060204,Lemhi River,1734.162656,13.12,20.72,22767.3,35955.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3669,996,17060204,Lemhi River,147.072448,10.7,17.2,1574.3,2530.6,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3672,999,17060204,Bear Valley Creek,2064.796182,2.9,5.57,5986.5,11498.2,1,1,Conf_Cascade,CC,good,intact,good,good,Straight Forward - Quick Return
3693,1020,17060204,Lemhi River,125.9542339,11,17.6,1386.7,2218.7,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3695,1022,17060204,Big Springs Creek,856.7709105,2.8,5.6,2399.9,4799.7,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3716,1043,17060204,Big Springs Creek,1006.793081,0.9,2.77,906.3,2789.4,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3727,1054,17060204,Bear Valley Creek,764.7133497,3.85,7,2943.2,5351.3,1,1,Planform_Controlled,PC,good,intact,good,good,Straight Forward - Quick Return
3731,1058,17060204,Big Springs Creek,443.6574728,2.85,5.65,1265,2507.8,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3750,1077,17060204,Lemhi River,3226.184693,12.01,19.11,38760.5,61674.7,1,1,Wandering_Gravel,WA,moderate,intact,moderate,moderate,NA
3751,1078,17060204,Lemhi River,1031.828708,12,19.06,12387.3,19675.1,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3760,1087,17060204,Lemhi River,1475.166961,12.8,20.14,18888.2,29719.3,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
3762,1089,17060204,NA,62.37913962,0,0,0,0,1,1,Wandering_Gravel,WA,good,intact,good,good,NA
